Date,Open,High,Low,Close,Volume
2019-02-04,120.48,120.97,119.99,120.93,105685
2019-02-01,120.47,120.68,119.7,120.04,155197
2019-01-31,120.73,121.4,120.37,121.2,110245
2019-01-30,120.14,121.51,119.74,121.07,134416
2019-01-29,120.52,120.86,120.23,120.31,86665
2019-01-28,120.3,120.61,119.91,120.52,134193
2019-01-25,121.76,122.0,121.48,121.74,81278
2019-01-24,120.67,121.1,120.35,120.86,91822
2019-01-23,121.1,121.3,119.96,120.51,132693
2019-01-22,122.01,122.36,121.09,121.62,162367
2019-01-18,122.89,123.77,122.86,123.34,161135
2019-01-17,122.49,123.28,122.03,122.92,140924
2019-01-16,124.04,124.34,123.59,123.65,174147
2019-01-15,124.13,124.61,123.45,124.26,175108
