Date,Open,High,Low,Close,Volume
2019-01-14,122.54,124.07,122.49,123.38,159100
2019-01-11,123.01,123.51,122.88,123.07,137676
2019-01-10,121.73,122.58,121.29,122.49,206240
2019-01-09,120.88,121.32,120.43,120.95,142073
2019-01-08,121.19,121.5,120.01,120.35,152820
2019-01-07,118.78,120.22,118.39,119.34,158662
2019-01-04,116.05,118.24,115.62,117.81,312522
2019-01-03,113.99,114.42,112.46,112.81,314519
2019-01-02,112.84,114.66,112.84,114.42,172651
2018-12-31,114.57,114.9,113.54,114.22,187718
2018-12-28,114.1,115.37,113.92,114.48,182252
2018-12-27,111.59,113.63,111.31,113.63,234173
2018-12-26,110.74,112.06,109.34,111.9,396943
2018-12-24,111.63,111.75,109.78,110.02,341300
2018-12-21,113.77,114.35,112.07,112.13,385843
2018-12-20,117.09,117.61,115.5,116.55,179797
2018-12-19,118.58,120.04,116.96,117.47,211626
2018-12-18,118.94,119.33,117.92,118.09,184697
2018-12-17,118.08,118.58,117.21,117.63,192213
2018-12-14,118.4,119.08,117.98,118.17,134106
2018-12-13,119.59,119.59,118.44,118.84,220966
2018-12-12,120.39,120.93,119.9,119.94,147778
2018-12-11,118.75,119.21,118.02,118.48,327288
2018-12-10,119.11,119.33,117.64,119.0,349797
2018-12-07,119.7,120.07,117.49,118.05,209486
2018-12-06,118.34,119.89,117.5,119.88,360423
2018-12-04,120.31,120.88,118.39,118.94,277906
2018-12-03,121.28,121.84,121.15,121.53,265215
2018-11-30,118.86,119.63,118.86,119.53,197858
2018-11-29,119.57,120.36,119.43,119.83,127662
2018-11-28,118.68,119.63,117.67,119.63,285682
2018-11-27,119.93,120.19,118.74,119.06,329210
2018-11-26,118.62,119.37,118.61,119.33,151826
2018-11-23,117.6,118.04,117.41,117.79,136144
2018-11-21,117.31,118.17,117.02,117.34,232386
2018-11-20,116.05,116.4,115.1,115.41,289522
2018-11-19,116.44,116.56,114.99,115.26,232376
2018-11-16,113.96,115.37,113.94,115.09,122340
2018-11-15,114.48,115.42,114.06,115.12,187774
2018-11-14,115.09,115.76,114.51,115.01,251051
2018-11-13,113.65,114.25,112.96,113.26,254183
2018-11-12,115.33,115.42,113.54,113.72,301852
2018-11-09,115.47,115.67,114.83,115.36,136123
2018-11-08,115.92,116.27,115.05,115.41,278905
2018-11-07,116.32,117.56,116.17,117.4,261108
2018-11-06,115.39,115.98,114.87,115.7,256347
2018-11-05,113.25,114.1,113.25,113.56,245872
2018-11-02,115.12,115.46,112.71,113.61,404008
2018-11-01,115.03,115.92,114.44,115.81,279957
2018-10-31,115.34,115.83,115.0,115.17,242282
2018-10-30,113.35,114.53,113.16,114.38,318206
2018-10-29,113.94,116.12,112.31,113.46,438712
2018-10-26,114.14,116.3,113.88,115.42,211109
2018-10-25,113.7,115.41,113.33,114.79,340142
2018-10-24,114.81,114.85,112.57,112.73,439038
2018-10-23,113.92,116.67,113.72,116.08,316695
2018-10-22,116.84,116.85,114.53,115.22,242591
2018-10-19,114.95,115.51,114.17,114.46,196535
2018-10-18,116.02,116.49,114.65,114.8,233716
2018-10-17,116.12,116.17,115.07,115.84,228167
2018-10-16,115.33,116.34,115.06,116.15,280096
2018-10-15,113.51,114.15,113.11,113.78,332298
2018-10-12,115.42,115.56,113.97,114.89,323726
2018-10-11,115.9,116.59,113.91,114.88,297121
2018-10-10,117.8,117.98,115.89,115.89,461852
2018-10-09,117.78,118.25,117.27,118.0,185700
2018-10-08,119.64,119.93,118.45,119.77,182976
2018-10-05,120.89,120.89,119.42,119.55,276941
2018-10-04,120.73,121.0,119.59,120.22,141784
2018-10-03,121.0,121.36,120.46,120.73,195131
2018-10-02,123.52,124.0,123.43,123.69,179977
2018-10-01,122.6,123.04,122.42,122.82,149611
2018-09-28,122.51,122.99,122.19,122.36,170024
2018-09-27,122.8,123.34,122.39,122.61,153636
2018-09-26,121.41,121.76,120.79,121.6,278967
2018-09-25,121.78,122.05,121.24,121.34,174835
2018-09-24,120.82,121.14,120.22,120.49,121356
2018-09-21,121.13,121.41,120.79,121.2,117310
2018-09-20,121.87,122.33,121.17,121.41,139980
2018-09-19,121.44,122.09,121.44,121.78,134752
2018-09-18,120.86,121.76,120.75,121.49,274696
2018-09-17,119.2,119.54,118.94,119.01,151638
2018-09-14,119.24,119.36,118.61,118.82,135428
2018-09-13,118.3,118.94,118.16,118.51,154294
2018-09-12,116.41,116.92,116.26,116.52,113692
2018-09-11,116.67,116.69,116.14,116.53,177244
2018-09-10,116.17,116.28,115.77,115.8,107668
2018-09-07,116.18,116.38,115.66,115.92,196165
2018-09-06,117.09,117.09,115.94,116.79,140540
2018-09-05,117.1,117.83,116.91,117.06,299274
2018-09-04,118.72,118.95,118.2,118.56,251706
2018-08-31,121.08,121.25,120.3,120.57,157022
2018-08-30,122.1,122.52,121.29,121.72,170064
2018-08-29,123.26,124.16,123.15,123.87,256302
2018-08-28,123.15,123.5,122.45,122.5,174112
2018-08-27,122.05,123.42,121.68,122.89,381347
2018-08-24,119.54,119.65,119.0,119.37,95873
2018-08-23,119.75,119.75,118.61,118.8,189716
2018-08-22,121.0,121.23,120.08,120.24,270555
2018-08-21,119.47,119.47,119.03,119.1,188132
2018-08-20,119.29,120.06,119.29,119.78,130044
2018-08-17,119.16,120.05,118.97,119.79,139143
2018-08-16,118.55,119.64,118.47,119.29,136787
2018-08-15,119.09,119.09,117.99,118.4,197039
2018-08-14,120.42,120.42,119.76,119.96,134836
2018-08-13,120.55,120.8,119.99,120.01,235927
2018-08-10,121.51,121.51,120.62,120.71,239807
2018-08-09,122.92,122.92,121.87,121.9,196701
2018-08-08,124.14,124.14,123.46,123.5,214494
2018-08-07,125.11,125.49,124.84,124.89,278761
2018-08-06,124.83,125.05,124.44,124.82,203931
2018-08-03,126.71,127.92,126.1,127.58,162252
2018-08-02,126.85,127.39,126.27,127.35,122796
2018-08-01,128.75,129.41,127.48,127.91,135645
2018-07-31,128.24,128.55,127.94,128.11,204520
2018-07-30,131.02,131.73,130.99,131.16,154276
2018-07-27,130.58,130.95,130.17,130.65,176068
2018-07-26,129.42,129.82,129.22,129.56,139661
2018-07-25,127.86,128.6,126.14,128.47,278632
2018-07-24,129.01,129.41,128.47,128.83,121674
2018-07-23,127.72,128.09,127.53,128.0,130939
2018-07-20,128.36,128.53,128.0,128.07,134017
2018-07-19,127.99,128.28,127.74,128.04,110898
2018-07-18,128.86,129.19,128.23,128.35,187567
2018-07-17,127.09,128.2,127.0,127.73,139737
2018-07-16,126.04,126.04,125.74,125.85,103498
2018-07-13,125.47,126.0,125.43,125.85,77870
2018-07-12,125.41,125.69,125.17,125.53,82027
2018-07-11,125.04,125.1,124.17,124.43,77482
2018-07-10,125.53,125.78,125.36,125.61,123629
2018-07-09,126.55,127.11,126.55,127.0,71559
2018-07-06,125.77,126.26,125.44,125.89,86756
2018-07-05,124.75,125.64,124.75,125.42,124350
2018-07-03,124.7,124.72,123.65,123.79,99297
2018-07-02,123.91,124.43,123.41,124.31,104493
2018-06-29,125.73,126.22,125.13,125.16,181819
2018-06-28,124.51,125.73,124.43,125.44,178489
2018-06-27,125.0,125.0,123.51,123.52,333123
2018-06-26,125.61,126.1,124.98,125.55,172263
2018-06-25,126.17,126.3,124.6,124.93,211664
2018-06-22,128.16,128.2,127.02,127.3,215663
2018-06-21,129.81,129.81,128.45,128.91,160140
2018-06-20,131.37,131.47,130.46,130.56,121026
2018-06-19,131.96,132.33,131.69,132.29,162916
2018-06-18,131.78,132.69,131.75,132.66,139356
2018-06-15,132.38,132.52,131.39,131.97,154815
2018-06-14,131.57,131.95,131.49,131.61,79027
2018-06-13,132.0,132.09,131.46,131.58,115651
2018-06-12,130.89,131.16,130.58,130.74,231585
2018-06-11,132.62,133.67,132.61,133.27,98050
2018-06-08,132.53,132.54,131.95,132.35,110220
2018-06-07,132.9,133.53,132.56,132.59,240322
2018-06-06,132.18,132.32,131.55,132.31,145602
2018-06-05,129.69,129.96,129.59,129.69,97422
2018-06-04,131.42,131.46,130.39,130.48,185739
2018-06-01,127.57,128.14,127.22,127.59,232417
2018-05-31,124.22,124.52,123.5,124.34,380790
2018-05-30,123.06,124.06,123.01,123.63,296038
2018-05-29,123.82,124.21,122.78,123.11,284607
2018-05-25,126.13,126.54,125.94,126.28,210850
2018-05-24,128.65,129.06,128.06,128.69,269477
2018-05-23,130.79,131.07,130.04,131.02,109419
2018-05-22,132.64,132.64,131.82,131.9,123894
2018-05-21,132.63,132.71,132.18,132.59,84187
2018-05-18,132.64,132.64,131.83,132.19,173492
2018-05-17,133.12,133.18,132.6,132.81,75278
2018-05-16,133.05,133.76,132.97,133.47,103995
2018-05-15,132.58,132.6,132.09,132.36,153058
2018-05-14,134.13,134.53,134.1,134.23,101776
2018-05-11,134.08,134.25,133.7,134.16,144675
2018-05-10,134.44,134.75,134.24,134.47,204149
2018-05-09,131.32,132.43,131.14,132.43,375588
2018-05-08,126.93,127.28,126.76,127.2,137672
2018-05-07,127.68,128.21,127.44,127.79,117638
2018-05-04,126.22,127.6,125.88,127.6,112972
2018-05-03,126.25,126.83,125.45,126.43,112656
2018-05-02,127.3,127.3,126.42,126.5,130816
2018-05-01,126.99,127.3,126.47,127.27,130791
2018-04-30,127.54,128.11,127.11,127.28,176004
2018-04-27,127.67,127.92,127.21,127.31,120356
2018-04-26,127.68,128.14,127.4,127.89,108920
2018-04-25,127.03,127.55,126.84,127.39,186838
2018-04-24,126.8,126.94,125.43,125.81,149868
2018-04-23,125.7,125.71,125.1,125.42,121053
2018-04-20,125.3,125.68,125.15,125.57,220863
2018-04-19,125.14,125.14,124.37,124.86,152470
2018-04-18,125.81,125.96,125.37,125.42,205402
2018-04-17,125.33,125.75,124.88,125.68,179136
